invoice_id,outlet_id,invoice_date,due_date,invoice_amount,paid_date,paid_amount,outstanding,aging_days,status
INV2506445,OUT5110,2025-12-23,2026-01-22,375460,2026-02-10,375460,0,0,Paid
INV6994420,OUT5110,2025-07-24,2025-08-23,462816,2025-08-29,462816,0,0,Paid
INV4996146,OUT5111,2025-08-30,2025-09-14,319573,2025-09-26,319573,0,0,Paid
INV126997,OUT5111,2025-10-23,2025-11-07,485381,2025-11-11,485381,0,0,Paid
INV478210,OUT5111,2026-03-26,2026-04-10,312670,2026-04-21,312670,0,0,Paid
INV5930034,OUT5111,2026-04-12,2026-04-27,221021,,0,221021,58,Outstanding
INV5862828,OUT5111,2025-07-25,2025-08-09,146594,2025-08-18,146594,0,0,Paid
INV3539924,OUT5111,2025-10-23,2025-11-07,25431,2025-12-04,25431,0,0,Paid
INV1803529,OUT5111,2026-06-04,2026-06-19,22513,,0,22513,5,Overdue
INV6597114,OUT5112,2025-10-25,2025-12-09,321256,2025-12-19,321256,0,0,Paid
INV1682246,OUT5112,2026-06-07,2026-07-22,328827,2026-08-06,328827,0,0,Paid
INV5686658,OUT5112,2026-04-27,2026-06-11,492375,2026-06-14,492375,0,0,Paid
INV1734756,OUT5112,2025-07-31,2025-09-14,54956,2025-10-10,54956,0,0,Paid
INV9330396,OUT5113,2025-08-21,2025-10-05,259043,2025-10-16,259043,0,0,Paid
INV4360343,OUT5113,2026-05-07,2026-06-21,200121,,0,200121,3,Bad Debt
INV963723,OUT5113,2026-03-22,2026-05-06,474446,2026-05-07,474446,0,0,Paid
INV1707548,OUT5113,2025-10-21,2025-12-05,391258,2025-12-06,391258,0,0,Paid
INV7639415,OUT5113,2026-02-11,2026-03-28,478507,2026-04-23,478507,0,0,Paid
INV2848188,OUT5113,2025-07-04,2025-08-18,52848,,0,52848,310,Outstanding
INV7134332,OUT5113,2026-05-15,2026-06-29,429278,2026-06-30,429278,0,0,Paid
INV2803760,OUT5113,2025-09-05,2025-10-20,432660,2025-10-29,432660,0,0,Paid
INV3825715,OUT5113,2026-02-03,2026-03-20,227900,2026-04-18,227900,0,0,Paid
INV6270030,OUT5114,2026-01-20,2026-03-21,29600,2026-04-05,29600,0,0,Paid
INV5032544,OUT5114,2025-11-03,2026-01-02,162863,2026-01-28,162863,0,0,Paid
INV6710402,OUT5114,2025-09-08,2025-11-07,444103,2025-11-27,444103,0,0,Paid
INV9728588,OUT5114,2025-12-10,2026-02-08,316238,2026-02-23,316238,0,0,Paid
INV4970816,OUT5114,2026-05-26,2026-07-25,315036,2026-08-12,315036,0,0,Paid
INV6735476,OUT5114,2025-11-13,2026-01-12,412018,2026-02-05,412018,0,0,Paid
INV9086583,OUT5115,2026-05-04,2026-05-04,450043,,0,450043,51,Outstanding
INV5567458,OUT5115,2025-10-23,2025-10-23,171076,2025-11-15,171076,0,0,Paid
INV2792007,OUT5115,2025-08-14,2025-08-14,63312,2025-08-19,63312,0,0,Paid
INV7905546,OUT5116,2025-11-07,2025-11-22,105257,2025-11-27,105257,0,0,Paid
INV1965075,OUT5116,2026-02-14,2026-03-01,135875,2026-02-24,135875,0,0,Paid
INV4999074,OUT5116,2026-03-22,2026-04-06,201606,2026-05-05,201606,0,0,Paid
INV3690499,OUT5116,2025-11-10,2025-11-25,16311,2025-12-17,16311,0,0,Paid
INV4145568,OUT5116,2025-08-19,2025-09-03,231346,2025-09-13,231346,0,0,Paid
INV149816,OUT5116,2026-05-02,2026-05-17,188968,,0,188968,38,Bad Debt
INV6111566,OUT5116,2025-10-18,2025-11-02,467105,2025-10-30,467105,0,0,Paid
INV2833535,OUT5116,2026-06-22,2026-07-07,236105,2026-08-02,236105,0,0,Paid
INV8408242,OUT5116,2025-11-07,2025-11-22,221913,2025-12-06,221913,0,0,Paid
INV3431544,OUT5116,2026-02-17,2026-03-04,379982,2026-03-24,379982,0,0,Paid
INV7729842,OUT5117,2026-03-06,2026-04-20,63867,2026-05-04,63867,0,0,Paid
INV9667176,OUT5117,2025-10-30,2025-12-14,339582,,0,339582,192,Overdue
INV6734006,OUT5117,2025-11-05,2025-12-20,191277,2025-12-21,191277,0,0,Paid
INV5014351,OUT5117,2026-06-07,2026-07-22,79032,2026-07-23,79032,0,0,Paid
INV5856942,OUT5118,2026-03-20,2026-04-04,475129,,0,475129,81,Overdue
INV2931648,OUT5118,2025-11-14,2025-11-29,112000,2025-12-18,112000,0,0,Paid
INV8745423,OUT5118,2026-03-29,2026-04-13,258399,2026-05-06,258399,0,0,Paid
INV7520187,OUT5119,2025-09-22,2025-09-29,186901,2025-10-09,186901,0,0,Paid
INV1686157,OUT5119,2025-09-18,2025-09-25,250691,,0,250691,272,Bad Debt
INV3396600,OUT5119,2026-05-24,2026-05-31,249061,2026-06-13,249061,0,0,Paid
INV7193217,OUT5119,2025-09-25,2025-10-02,443041,,0,443041,265,Outstanding
INV1296166,OUT5120,2025-08-17,2025-09-16,314400,2025-10-08,314400,0,0,Paid
INV418372,OUT5120,2026-04-01,2026-05-01,192257,2026-05-25,192257,0,0,Paid
INV8633209,OUT5120,2025-11-22,2025-12-22,178671,,0,178671,184,Overdue
INV1575968,OUT5120,2025-11-30,2025-12-30,440481,2026-01-06,440481,0,0,Paid
INV9507188,OUT5121,2025-11-17,2026-01-16,489707,,0,489707,159,Outstanding
INV9134733,OUT5121,2026-04-27,2026-06-26,67022,2026-06-25,67022,0,0,Paid
INV1944289,OUT5121,2026-04-14,2026-06-13,273316,2026-07-10,273316,0,0,Paid
INV3009854,OUT5121,2025-10-20,2025-12-19,491433,2026-01-08,491433,0,0,Paid
INV8159004,OUT5121,2026-05-17,2026-07-16,477888,2026-08-08,477888,0,0,Paid
INV2593301,OUT5121,2025-09-17,2025-11-16,181827,2025-12-05,181827,0,0,Paid
INV7282714,OUT5121,2025-07-12,2025-09-10,477756,2025-09-25,477756,0,0,Paid
INV3171360,OUT5121,2025-10-20,2025-12-19,347169,2026-01-05,347169,0,0,Paid
INV4817120,OUT5122,2026-03-25,2026-04-01,53521,2026-04-10,53521,0,0,Paid
INV8756882,OUT5122,2025-12-16,2025-12-23,135827,,0,135827,183,Outstanding
INV2775343,OUT5122,2026-02-19,2026-02-26,232993,2026-03-12,232993,0,0,Paid
INV1854933,OUT5122,2026-05-17,2026-05-24,49453,2026-06-15,49453,0,0,Paid
INV6595223,OUT5122,2026-01-20,2026-01-27,452248,2026-02-17,452248,0,0,Paid
INV9489215,OUT5122,2025-11-07,2025-11-14,449301,2025-11-14,449301,0,0,Paid
INV2089062,OUT5122,2025-08-14,2025-08-21,19524,,0,19524,307,Bad Debt
INV6388649,OUT5122,2025-08-23,2025-08-30,249037,,0,249037,298,Overdue
INV3383054,OUT5122,2026-01-09,2026-01-16,478986,2026-01-22,478986,0,0,Paid
INV3436839,OUT5123,2026-03-02,2026-03-09,203159,2026-03-13,203159,0,0,Paid
INV9572925,OUT5123,2025-07-27,2025-08-03,231166,2025-07-29,231166,0,0,Paid
INV8145415,OUT5123,2026-02-28,2026-03-07,230983,2026-03-08,230983,0,0,Paid
INV683574,OUT5123,2025-06-27,2025-07-04,402268,,0,402268,355,Overdue
INV7459890,OUT5123,2025-07-20,2025-07-27,287188,,0,287188,332,Outstanding
INV6552502,OUT5123,2026-04-15,2026-04-22,400342,2026-04-20,400342,0,0,Paid
INV964743,OUT5123,2026-06-21,2026-06-28,297666,2026-07-13,297666,0,0,Paid
INV1903056,OUT5123,2025-07-14,2025-07-21,26091,2025-08-10,26091,0,0,Paid
INV8191880,OUT5123,2025-06-29,2025-07-06,441236,2025-07-23,441236,0,0,Paid
INV5669752,OUT5124,2026-01-10,2026-01-10,125266,2026-01-11,125266,0,0,Paid
INV918151,OUT5124,2026-03-27,2026-03-27,237582,2026-03-22,237582,0,0,Paid
INV7203653,OUT5124,2026-01-09,2026-01-09,328687,2026-01-17,328687,0,0,Paid
INV8192036,OUT5125,2026-04-23,2026-04-23,228332,2026-04-24,228332,0,0,Paid
INV1479774,OUT5125,2025-12-25,2025-12-25,480540,2025-12-21,480540,0,0,Paid
INV136899,OUT5125,2025-10-18,2025-10-18,166102,2025-10-26,166102,0,0,Paid
INV4796493,OUT5125,2026-05-07,2026-05-07,279316,,0,279316,48,Bad Debt
INV2562006,OUT5125,2025-09-30,2025-09-30,66799,2025-10-25,66799,0,0,Paid
INV9307769,OUT5125,2025-10-31,2025-10-31,55500,2025-10-28,55500,0,0,Paid
INV9668835,OUT5125,2026-03-14,2026-03-14,309911,2026-03-14,309911,0,0,Paid
INV4854657,OUT5126,2025-07-22,2025-08-21,383811,2025-08-30,383811,0,0,Paid
INV7884604,OUT5126,2026-02-22,2026-03-24,494813,2026-04-22,494813,0,0,Paid
INV5262548,OUT5126,2026-01-28,2026-02-27,207538,,0,207538,117,Outstanding
INV9765620,OUT5126,2025-08-03,2025-09-02,22447,2025-09-21,22447,0,0,Paid
INV8536909,OUT5126,2025-11-24,2025-12-24,233317,2025-12-26,233317,0,0,Paid
INV3400265,OUT5126,2025-08-12,2025-09-11,130133,2025-10-10,130133,0,0,Paid
INV7766794,OUT5127,2026-02-24,2026-04-25,184936,2026-05-25,184936,0,0,Paid
INV6520329,OUT5127,2026-02-14,2026-04-15,249976,2026-04-17,249976,0,0,Paid
INV2595077,OUT5127,2026-04-27,2026-06-26,55460,,0,55460,-2,Overdue
INV2362146,OUT5127,2025-11-07,2026-01-06,357098,2026-01-11,357098,0,0,Paid
INV1642662,OUT5127,2026-05-01,2026-06-30,493810,2026-07-11,493810,0,0,Paid
INV9159417,OUT5127,2025-12-03,2026-02-01,181876,2026-02-13,181876,0,0,Paid
INV7854084,OUT5127,2026-05-16,2026-07-15,455471,2026-07-15,455471,0,0,Paid
INV74200,OUT5128,2026-04-24,2026-05-09,41569,2026-05-31,41569,0,0,Paid
INV7676669,OUT5128,2026-05-10,2026-05-25,80246,2026-06-11,80246,0,0,Paid
INV2143945,OUT5128,2026-03-08,2026-03-23,57143,2026-03-28,57143,0,0,Paid
INV7879619,OUT5128,2025-08-16,2025-08-31,94695,2025-09-15,94695,0,0,Paid
INV5289410,OUT5128,2025-07-15,2025-07-30,28469,2025-07-30,28469,0,0,Paid
INV7204867,OUT5128,2026-06-14,2026-06-29,248557,2026-07-21,248557,0,0,Paid
INV5784951,OUT5128,2026-05-11,2026-05-26,136543,2026-06-09,136543,0,0,Paid
INV5567238,OUT5128,2026-06-22,2026-07-07,468921,2026-08-05,468921,0,0,Paid
INV5264717,OUT5128,2026-01-18,2026-02-02,53332,2026-02-12,53332,0,0,Paid
INV6256717,OUT5129,2026-04-09,2026-04-16,117964,2026-05-02,117964,0,0,Paid
INV8682265,OUT5129,2025-09-24,2025-10-01,359916,,0,359916,266,Outstanding
INV9083479,OUT5129,2026-03-14,2026-03-21,237740,2026-04-02,237740,0,0,Paid
INV9784132,OUT5129,2026-01-25,2026-02-01,65300,,0,65300,143,Bad Debt
INV5655342,OUT5129,2025-10-10,2025-10-17,264914,2025-11-08,264914,0,0,Paid
INV2772269,OUT5129,2025-12-05,2025-12-12,62764,2026-01-06,62764,0,0,Paid
INV8730612,OUT5129,2026-02-20,2026-02-27,38244,,0,38244,117,Bad Debt
INV4880529,OUT5130,2025-12-29,2026-01-13,187857,2026-02-10,187857,0,0,Paid
INV4805285,OUT5130,2025-10-07,2025-10-22,452497,2025-10-21,452497,0,0,Paid
INV6638452,OUT5130,2026-04-12,2026-04-27,235856,2026-04-24,235856,0,0,Paid
INV8396854,OUT5130,2025-11-01,2025-11-16,480478,,0,480478,220,Bad Debt
INV7203304,OUT5131,2026-01-15,2026-01-15,317992,2026-01-23,317992,0,0,Paid
INV9137981,OUT5131,2026-05-03,2026-05-03,101735,2026-05-11,101735,0,0,Paid
INV1004165,OUT5131,2025-07-04,2025-07-04,368828,2025-07-03,368828,0,0,Paid
INV9017852,OUT5131,2026-05-25,2026-05-25,320655,2026-06-24,320655,0,0,Paid
INV7059490,OUT5131,2025-11-10,2025-11-10,437981,2025-11-14,437981,0,0,Paid
INV21020,OUT5131,2025-09-07,2025-09-07,393756,2025-09-13,393756,0,0,Paid
INV1754735,OUT5131,2025-08-12,2025-08-12,234238,2025-09-06,234238,0,0,Paid
INV2788154,OUT5131,2025-06-28,2025-06-28,285356,,0,285356,361,Overdue
INV2178297,OUT5131,2026-03-11,2026-03-11,40871,2026-03-29,40871,0,0,Paid
INV6942084,OUT5132,2025-09-15,2025-09-30,107780,2025-10-18,107780,0,0,Paid
INV4625141,OUT5132,2025-11-07,2025-11-22,444859,,0,444859,214,Overdue
INV1860427,OUT5132,2025-08-28,2025-09-12,484597,2025-09-23,484597,0,0,Paid
INV315320,OUT5132,2025-09-07,2025-09-22,47592,,0,47592,275,Overdue
INV272551,OUT5132,2025-08-04,2025-08-19,345879,2025-09-17,345879,0,0,Paid
INV8890554,OUT5133,2026-06-11,2026-07-26,284182,,0,284182,-32,Outstanding
INV933360,OUT5133,2025-09-15,2025-10-30,189712,2025-11-07,189712,0,0,Paid
INV1014585,OUT5133,2025-12-10,2026-01-24,239497,,0,239497,151,Bad Debt
INV1318780,OUT5133,2025-12-02,2026-01-16,139037,2026-02-05,139037,0,0,Paid
INV2528435,OUT5133,2026-02-20,2026-04-06,331730,2026-05-02,331730,0,0,Paid
INV2516694,OUT5133,2025-07-21,2025-09-04,414217,2025-09-29,414217,0,0,Paid
INV9464705,OUT5133,2026-05-22,2026-07-06,344665,2026-07-15,344665,0,0,Paid
INV5831607,OUT5133,2025-08-24,2025-10-08,343315,2025-10-22,343315,0,0,Paid
INV1593128,OUT5133,2026-03-20,2026-05-04,331150,2026-05-01,331150,0,0,Paid
INV9298163,OUT5133,2025-12-23,2026-02-06,256839,2026-03-02,256839,0,0,Paid
INV5838751,OUT5134,2026-06-02,2026-07-17,73173,2026-08-13,73173,0,0,Paid
INV1148510,OUT5134,2026-05-30,2026-07-14,342355,2026-07-24,342355,0,0,Paid
INV5857479,OUT5134,2026-02-09,2026-03-26,499043,2026-04-08,499043,0,0,Paid
INV2583524,OUT5134,2025-09-11,2025-10-26,19143,2025-11-02,19143,0,0,Paid
INV6345293,OUT5134,2025-10-08,2025-11-22,349560,2025-12-15,349560,0,0,Paid
INV92208,OUT5135,2025-12-30,2026-01-06,202156,2026-02-01,202156,0,0,Paid
INV7134695,OUT5135,2026-01-23,2026-01-30,78287,2026-01-26,78287,0,0,Paid
INV5225629,OUT5135,2026-05-04,2026-05-11,389647,,0,389647,44,Overdue
INV3755651,OUT5135,2026-03-11,2026-03-18,451461,,0,451461,98,Outstanding
INV2346644,OUT5136,2025-06-25,2025-07-10,395285,,0,395285,349,Outstanding
INV7925800,OUT5136,2025-08-24,2025-09-08,497158,2025-10-06,497158,0,0,Paid
INV9928268,OUT5136,2025-09-23,2025-10-08,191094,2025-10-04,191094,0,0,Paid
INV5398577,OUT5136,2026-02-26,2026-03-13,489205,2026-03-18,489205,0,0,Paid
INV4032027,OUT5136,2025-12-27,2026-01-11,379653,2026-02-03,379653,0,0,Paid
INV9688709,OUT5137,2026-01-05,2026-01-05,307496,,0,307496,170,Outstanding
INV5402742,OUT5137,2026-04-02,2026-04-02,132058,,0,132058,83,Overdue
INV6905691,OUT5137,2025-11-13,2025-11-13,277372,2025-11-17,277372,0,0,Paid
INV4199704,OUT5137,2025-09-02,2025-09-02,50670,,0,50670,295,Outstanding
INV5415070,OUT5138,2026-02-22,2026-02-22,372141,2026-03-12,372141,0,0,Paid
INV6525330,OUT5138,2026-03-29,2026-03-29,119004,,0,119004,87,Overdue
INV4036809,OUT5138,2026-01-13,2026-01-13,321757,,0,321757,162,Bad Debt
INV1625313,OUT5138,2025-12-08,2025-12-08,246769,2025-12-24,246769,0,0,Paid
INV1520658,OUT5138,2025-08-10,2025-08-10,382672,2025-08-21,382672,0,0,Paid
INV6922865,OUT5139,2025-06-27,2025-08-11,252080,2025-08-21,252080,0,0,Paid
INV4365778,OUT5139,2026-01-21,2026-03-07,349533,2026-03-09,349533,0,0,Paid
INV5855243,OUT5139,2026-05-08,2026-06-22,285289,2026-07-15,285289,0,0,Paid
INV2948644,OUT5139,2026-03-28,2026-05-12,473113,,0,473113,43,Overdue
INV3083616,OUT5139,2025-12-11,2026-01-25,214152,2026-02-17,214152,0,0,Paid
INV233250,OUT5139,2026-02-01,2026-03-18,132140,2026-03-13,132140,0,0,Paid
INV2729248,OUT5140,2025-09-19,2025-11-18,86149,,0,86149,218,Overdue
INV7059323,OUT5140,2025-10-19,2025-12-18,294908,2026-01-02,294908,0,0,Paid
INV9910950,OUT5140,2025-10-12,2025-12-11,370803,,0,370803,195,Bad Debt
INV6002855,OUT5140,2025-07-06,2025-09-04,240604,2025-09-19,240604,0,0,Paid
INV2017448,OUT5140,2025-07-07,2025-09-05,298909,,0,298909,292,Overdue
INV8646160,OUT5141,2025-11-08,2026-01-07,39839,2026-02-02,39839,0,0,Paid
INV6831668,OUT5141,2026-05-21,2026-07-20,380968,2026-08-09,380968,0,0,Paid
INV5346941,OUT5141,2025-12-29,2026-02-27,395458,2026-03-28,395458,0,0,Paid
INV7731756,OUT5141,2026-04-13,2026-06-12,286780,2026-06-13,286780,0,0,Paid
INV9013435,OUT5141,2025-08-20,2025-10-19,277296,2025-11-06,277296,0,0,Paid
INV2651742,OUT5141,2026-06-09,2026-08-08,419212,2026-08-29,419212,0,0,Paid
INV6150321,OUT5141,2025-11-26,2026-01-25,48170,2026-02-14,48170,0,0,Paid
INV2349763,OUT5142,2025-10-16,2025-10-31,401786,2025-11-20,401786,0,0,Paid
INV2803792,OUT5142,2025-09-28,2025-10-13,40255,2025-10-24,40255,0,0,Paid
INV5465010,OUT5142,2026-02-07,2026-02-22,217708,2026-02-18,217708,0,0,Paid
INV6701895,OUT5142,2026-03-18,2026-04-02,352728,2026-04-13,352728,0,0,Paid
INV8965492,OUT5143,2026-01-09,2026-02-08,31936,,0,31936,136,Outstanding
INV1795742,OUT5143,2025-08-28,2025-09-27,275724,2025-10-17,275724,0,0,Paid
INV1491668,OUT5143,2026-04-16,2026-05-16,29267,2026-05-29,29267,0,0,Paid
INV8182566,OUT5143,2025-11-22,2025-12-22,244759,2025-12-31,244759,0,0,Paid
INV480933,OUT5143,2026-06-17,2026-07-17,448713,2026-07-13,448713,0,0,Paid
INV7955908,OUT5143,2026-03-27,2026-04-26,59732,2026-05-20,59732,0,0,Paid
INV8386967,OUT5143,2026-04-02,2026-05-02,194686,2026-05-06,194686,0,0,Paid
INV598384,OUT5143,2025-12-05,2026-01-04,190454,2026-01-06,190454,0,0,Paid
INV2044649,OUT5143,2025-07-07,2025-08-06,365081,,0,365081,322,Outstanding
INV1230696,OUT5144,2026-04-29,2026-06-28,73247,2026-06-25,73247,0,0,Paid
INV6201199,OUT5144,2026-03-27,2026-05-26,259058,2026-06-21,259058,0,0,Paid
INV2700739,OUT5144,2025-06-27,2025-08-26,214651,2025-09-22,214651,0,0,Paid
INV7217252,OUT5144,2026-06-23,2026-08-22,415100,,0,415100,-59,Bad Debt
INV7854189,OUT5145,2025-11-05,2025-12-05,86289,,0,86289,201,Bad Debt
INV1599104,OUT5145,2026-05-01,2026-05-31,242055,2026-06-08,242055,0,0,Paid
INV5248334,OUT5145,2025-07-10,2025-08-09,220542,,0,220542,319,Outstanding
INV1739615,OUT5145,2026-04-24,2026-05-24,360229,2026-06-02,360229,0,0,Paid
INV7651488,OUT5145,2025-08-18,2025-09-17,283211,2025-09-23,283211,0,0,Paid
INV9108395,OUT5145,2025-12-11,2026-01-10,170672,2026-02-06,170672,0,0,Paid
INV4199043,OUT5145,2025-12-05,2026-01-04,495861,2026-02-01,495861,0,0,Paid
INV6977313,OUT5145,2026-05-28,2026-06-27,68379,2026-07-07,68379,0,0,Paid
INV6335488,OUT5145,2026-03-18,2026-04-17,185833,2026-05-12,185833,0,0,Paid
INV4512418,OUT5145,2026-02-28,2026-03-30,158685,2026-04-12,158685,0,0,Paid
INV6184590,OUT5146,2026-04-26,2026-06-25,482546,,0,482546,-1,Bad Debt
INV7267237,OUT5146,2026-05-25,2026-07-24,364871,2026-08-09,364871,0,0,Paid
INV3429875,OUT5146,2025-10-29,2025-12-28,175173,2026-01-22,175173,0,0,Paid
INV1103132,OUT5146,2025-07-31,2025-09-29,374152,2025-10-25,374152,0,0,Paid
INV6021345,OUT5146,2025-12-11,2026-02-09,369537,2026-02-14,369537,0,0,Paid
INV3573396,OUT5147,2025-11-26,2025-12-03,455428,2025-12-15,455428,0,0,Paid
INV5187349,OUT5147,2026-05-08,2026-05-15,459622,2026-06-12,459622,0,0,Paid
INV4681493,OUT5147,2026-05-21,2026-05-28,97682,2026-05-25,97682,0,0,Paid
INV8247586,OUT5147,2025-11-28,2025-12-05,75182,2025-11-30,75182,0,0,Paid
INV2027839,OUT5148,2025-10-05,2025-10-05,490866,2025-10-30,490866,0,0,Paid
INV5290012,OUT5148,2025-10-04,2025-10-04,184180,2025-10-03,184180,0,0,Paid
INV4520125,OUT5148,2025-07-04,2025-07-04,382889,2025-07-27,382889,0,0,Paid
INV1913819,OUT5148,2026-01-05,2026-01-05,75367,2026-01-15,75367,0,0,Paid
INV8415167,OUT5148,2025-08-09,2025-08-09,237542,2025-08-21,237542,0,0,Paid
INV146721,OUT5148,2026-02-21,2026-02-21,364298,,0,364298,123,Bad Debt
INV7668645,OUT5148,2025-12-18,2025-12-18,184898,2025-12-24,184898,0,0,Paid
INV1363990,OUT5148,2026-06-05,2026-06-05,398431,2026-06-30,398431,0,0,Paid
INV9935984,OUT5148,2025-11-12,2025-11-12,306488,2025-12-02,306488,0,0,Paid
INV9250733,OUT5148,2026-06-10,2026-06-10,37963,2026-07-01,37963,0,0,Paid
INV6612338,OUT5149,2026-01-29,2026-03-15,141983,,0,141983,101,Outstanding
INV9332113,OUT5149,2025-12-22,2026-02-05,201144,2026-03-01,201144,0,0,Paid
INV9506223,OUT5149,2025-12-15,2026-01-29,493484,,0,493484,146,Outstanding
INV9808021,OUT5149,2026-03-10,2026-04-24,62846,2026-05-23,62846,0,0,Paid
INV4984568,OUT5149,2026-05-21,2026-07-05,233159,2026-08-04,233159,0,0,Paid
INV8279590,OUT5149,2025-10-15,2025-11-29,418035,2025-12-25,418035,0,0,Paid
INV9565597,OUT5150,2025-12-17,2026-02-15,165748,2026-02-25,165748,0,0,Paid
INV8209756,OUT5150,2025-07-11,2025-09-09,391693,2025-09-20,391693,0,0,Paid
INV6428294,OUT5150,2025-09-27,2025-11-26,104556,2025-12-23,104556,0,0,Paid
INV9097578,OUT5150,2026-02-02,2026-04-03,420922,2026-04-20,420922,0,0,Paid
INV6183177,OUT5150,2025-09-10,2025-11-09,276237,2025-11-20,276237,0,0,Paid
INV5033457,OUT5150,2026-06-07,2026-08-06,315436,2026-09-03,315436,0,0,Paid
INV4022816,OUT5150,2026-02-04,2026-04-05,90341,2026-04-20,90341,0,0,Paid
INV5550406,OUT5150,2025-08-10,2025-10-09,320998,2025-10-26,320998,0,0,Paid
INV7756271,OUT5150,2025-12-02,2026-01-31,58837,,0,58837,144,Overdue
INV1694621,OUT5150,2026-02-05,2026-04-06,421936,2026-04-18,421936,0,0,Paid
INV8068467,OUT5151,2025-12-02,2025-12-17,378450,2025-12-26,378450,0,0,Paid
INV9602826,OUT5151,2026-06-22,2026-07-07,96427,2026-07-07,96427,0,0,Paid
INV5894879,OUT5151,2025-10-28,2025-11-12,77552,,0,77552,224,Overdue
INV8371253,OUT5152,2026-01-20,2026-01-27,89622,2026-02-20,89622,0,0,Paid
INV8388687,OUT5152,2026-04-07,2026-04-14,264272,,0,264272,71,Overdue
INV2858754,OUT5152,2026-01-27,2026-02-03,496313,2026-03-04,496313,0,0,Paid
INV7632309,OUT5152,2026-01-17,2026-01-24,447695,2026-01-30,447695,0,0,Paid
INV8417995,OUT5152,2026-04-29,2026-05-06,327089,2026-05-11,327089,0,0,Paid
INV1035191,OUT5152,2026-06-21,2026-06-28,177024,,0,177024,-4,Overdue
INV5958,OUT5152,2026-06-07,2026-06-14,109296,2026-06-09,109296,0,0,Paid
INV4742833,OUT5152,2026-02-14,2026-02-21,217985,2026-03-20,217985,0,0,Paid
INV1642381,OUT5152,2025-09-01,2025-09-08,391248,,0,391248,289,Bad Debt
INV9483070,OUT5153,2025-07-17,2025-08-01,466055,2025-07-31,466055,0,0,Paid
INV5151042,OUT5153,2026-02-13,2026-02-28,443485,2026-03-13,443485,0,0,Paid
INV70264,OUT5153,2025-12-27,2026-01-11,407897,2026-01-16,407897,0,0,Paid
INV8303505,OUT5153,2026-04-21,2026-05-06,268183,2026-06-04,268183,0,0,Paid
INV4698374,OUT5154,2025-08-16,2025-08-16,414288,,0,414288,312,Outstanding
INV2472385,OUT5154,2026-02-24,2026-02-24,20458,2026-03-01,20458,0,0,Paid
INV7619325,OUT5154,2025-08-16,2025-08-16,456692,2025-08-21,456692,0,0,Paid
INV6976396,OUT5154,2026-06-08,2026-06-08,297071,2026-06-06,297071,0,0,Paid
INV1297596,OUT5154,2026-05-29,2026-05-29,487298,2026-06-27,487298,0,0,Paid
INV7446368,OUT5154,2026-02-16,2026-02-16,430052,2026-03-04,430052,0,0,Paid
INV3310053,OUT5154,2026-04-06,2026-04-06,226317,2026-04-08,226317,0,0,Paid
INV1801693,OUT5155,2026-05-08,2026-05-08,52571,,0,52571,47,Outstanding
INV1301035,OUT5155,2025-12-26,2025-12-26,195558,2026-01-02,195558,0,0,Paid
INV5189174,OUT5155,2026-01-25,2026-01-25,139701,2026-01-28,139701,0,0,Paid
INV1521801,OUT5155,2026-06-02,2026-06-02,283841,2026-06-12,283841,0,0,Paid
INV9198761,OUT5155,2025-07-21,2025-07-21,380197,2025-08-05,380197,0,0,Paid
INV439817,OUT5156,2025-11-10,2025-11-17,388397,2025-11-14,388397,0,0,Paid
INV9418145,OUT5156,2025-07-20,2025-07-27,283466,2025-08-16,283466,0,0,Paid
INV8425467,OUT5156,2026-01-21,2026-01-28,469823,2026-02-15,469823,0,0,Paid
INV5224961,OUT5156,2026-01-04,2026-01-11,134108,,0,134108,164,Overdue
INV4592121,OUT5157,2025-12-23,2026-01-22,293139,2026-02-07,293139,0,0,Paid
INV9617260,OUT5157,2026-02-11,2026-03-13,31981,2026-03-25,31981,0,0,Paid
INV8607485,OUT5157,2025-09-02,2025-10-02,452632,2025-10-13,452632,0,0,Paid
INV7136053,OUT5157,2025-07-12,2025-08-11,179726,2025-09-01,179726,0,0,Paid
INV2457696,OUT5157,2025-09-28,2025-10-28,138651,2025-11-01,138651,0,0,Paid
INV5121334,OUT5157,2025-06-27,2025-07-27,182441,2025-08-21,182441,0,0,Paid
INV2213175,OUT5157,2025-08-31,2025-09-30,269040,2025-10-30,269040,0,0,Paid
INV2519,OUT5157,2025-12-13,2026-01-12,413527,2026-01-15,413527,0,0,Paid
INV4835797,OUT5157,2025-08-20,2025-09-19,460958,2025-10-04,460958,0,0,Paid
INV6137098,OUT5158,2025-07-23,2025-08-07,377715,,0,377715,321,Overdue
INV399414,OUT5158,2025-10-09,2025-10-24,108856,,0,108856,243,Outstanding
INV5431490,OUT5158,2025-12-01,2025-12-16,75385,2026-01-04,75385,0,0,Paid
INV3044278,OUT5158,2025-12-16,2025-12-31,130022,2026-01-14,130022,0,0,Paid
INV5525385,OUT5158,2025-10-25,2025-11-09,210759,2025-11-09,210759,0,0,Paid
INV5225024,OUT5158,2025-08-18,2025-09-02,117718,2025-09-28,117718,0,0,Paid
INV2195859,OUT5158,2026-06-18,2026-07-03,486326,2026-07-15,486326,0,0,Paid
INV1221092,OUT5159,2026-06-19,2026-08-03,432643,2026-09-02,432643,0,0,Paid
INV5464462,OUT5159,2026-04-06,2026-05-21,52301,2026-06-11,52301,0,0,Paid
