snapshot_date,product_id,warehouse,opening_stock,received,dispatched,closing_stock,stock_value
2022-04-10,P1207,WH_Mumbai,6429,1931,1212,1568,489672
2022-04-10,P1192,WH_Bangalore,2815,1467,798,3200,185808
2022-04-10,P1073,WH_Bangalore,9411,4,1232,7813,441507
2022-04-10,P1111,WH_Mumbai,9842,1681,194,4567,153133
2022-04-10,P1017,WH_Kolkata,7548,1457,2056,6200,106270
2022-04-10,P1132,WH_Kolkata,6598,1926,1280,6130,254183
2022-04-10,P1016,WH_Mumbai,8493,1327,1189,4615,387485
2022-04-10,P1196,WH_Bangalore,4774,1216,1824,432,269373
2022-04-10,P1145,WH_Delhi,8003,1429,2852,6133,344598
2022-04-10,P1208,WH_Bangalore,5954,91,1054,3292,417899
2022-04-10,P1053,WH_Kolkata,8637,1718,1582,117,286413
2022-04-10,P1175,WH_Delhi,8607,1972,1571,4890,376099
2022-04-10,P1048,WH_Delhi,3726,1445,2767,4617,257682
2022-04-10,P1177,WH_Delhi,5026,227,1147,2382,321420
2022-04-10,P1131,WH_Delhi,9478,74,791,5307,392825
2022-04-10,P1205,WH_Kolkata,9888,754,2814,7055,396736
2022-04-10,P1074,WH_Bangalore,7398,761,2460,3206,473129
2022-04-10,P1143,WH_Delhi,9580,676,2561,7663,67449
2022-04-10,P1270,WH_Kolkata,6736,522,805,3828,334376
2022-04-10,P1197,WH_Kolkata,4690,24,705,5004,308560
2022-04-11,P1134,WH_Kolkata,3867,395,1537,7401,54009
2022-04-11,P1253,WH_Mumbai,7193,602,2003,2108,312986
2022-04-11,P1200,WH_Bangalore,4076,1118,284,5613,277256
2022-04-11,P1112,WH_Kolkata,3326,114,2660,6693,482090
2022-04-11,P1045,WH_Mumbai,9230,1504,2335,3218,104022
2022-04-11,P1130,WH_Mumbai,6551,375,1828,1975,285620
2022-04-11,P1258,WH_Mumbai,8474,1915,1257,1906,198812
2022-04-11,P1247,WH_Delhi,4084,1438,1006,1222,70056
2022-04-11,P1261,WH_Delhi,6290,277,1702,5952,213500
2022-04-11,P1147,WH_Kolkata,5446,589,846,7486,66208
2022-04-11,P1125,WH_Delhi,1189,1354,293,1630,336482
2022-04-11,P1128,WH_Bangalore,4423,806,1324,2386,58158
2022-04-11,P1274,WH_Kolkata,5065,939,209,6525,351731
2022-04-11,P1116,WH_Delhi,2929,1388,1682,6375,281996
2022-04-11,P1271,WH_Kolkata,8874,714,816,7741,344251
2022-04-11,P1156,WH_Kolkata,2399,189,2408,244,125471
2022-04-11,P1031,WH_Delhi,3183,788,1866,5481,87199
2022-04-11,P1235,WH_Delhi,2790,1664,566,4901,422357
2022-04-11,P1027,WH_Bangalore,1966,456,750,4911,486262
2022-04-11,P1092,WH_Kolkata,1387,1524,1611,4685,474120
2022-04-11,P1234,WH_Delhi,1982,916,304,1586,425031
2022-04-11,P1161,WH_Kolkata,1884,50,1958,6048,133209
2022-04-11,P1121,WH_Mumbai,2241,1206,2803,5809,110771
2022-04-11,P1264,WH_Delhi,4860,995,1391,1324,70551
2022-04-11,P1087,WH_Delhi,952,519,471,6502,193849
2022-04-11,P1215,WH_Bangalore,6437,1817,1907,1899,269417
2022-04-11,P1093,WH_Delhi,6661,623,2616,3242,200723
2022-04-11,P1181,WH_Delhi,3567,129,771,7127,92337
2022-04-11,P1191,WH_Bangalore,8796,1632,2733,5211,51636
2022-04-11,P1204,WH_Kolkata,911,1815,2932,6566,294408
2022-04-11,P1216,WH_Bangalore,4739,653,2749,2430,262156
2022-04-11,P1055,WH_Bangalore,3646,1409,519,3960,228817
2022-04-11,P1081,WH_Bangalore,1054,1519,2515,7361,377292
2022-04-11,P1222,WH_Delhi,1437,864,416,3889,146127
2022-04-11,P1242,WH_Bangalore,3959,720,868,4481,425599
2022-04-11,P1032,WH_Delhi,6560,1959,1956,1795,115059
2022-04-11,P1118,WH_Delhi,5852,890,2983,6713,62623
2022-04-11,P1108,WH_Delhi,3930,1879,2055,6061,72120
2022-04-11,P1056,WH_Bangalore,8627,1035,2232,5059,332664
2022-04-11,P1107,WH_Delhi,9724,618,551,7048,103792
2022-04-11,P1172,WH_Mumbai,6022,878,1176,713,197171
2022-04-11,P1194,WH_Kolkata,651,1162,481,993,146378
2022-04-11,P1111,WH_Mumbai,4585,1788,2991,3812,323889
2022-04-11,P1223,WH_Mumbai,2298,1467,2317,2990,435643
2022-04-11,P1255,WH_Kolkata,5517,617,683,5276,393978
2022-04-11,P1010,WH_Bangalore,3958,985,1974,3277,443621
2022-04-11,P1040,WH_Mumbai,9065,1465,2725,6873,176042
2022-04-11,P1042,WH_Kolkata,3394,1424,1052,1352,278624
2022-04-11,P1186,WH_Bangalore,2593,960,380,1282,133468
2022-04-11,P1252,WH_Kolkata,9073,272,1774,1790,472660
2022-04-12,P1166,WH_Mumbai,678,1396,1904,7861,333566
2022-04-12,P1174,WH_Bangalore,1704,707,882,708,408455
2022-04-12,P1068,WH_Mumbai,3371,1652,859,2140,431397
2022-04-12,P1044,WH_Mumbai,8726,1709,393,1030,347544
2022-04-12,P1016,WH_Delhi,4222,1155,684,4914,391656
2022-04-12,P1248,WH_Mumbai,1646,1346,1667,106,378494
2022-04-12,P1264,WH_Mumbai,4699,1496,2606,5399,469911
2022-04-12,P1177,WH_Bangalore,7665,353,2206,4590,322963
2022-04-12,P1212,WH_Mumbai,4363,735,2730,5318,210105
2022-04-12,P1236,WH_Mumbai,6612,1369,369,7009,382218
2022-04-12,P1081,WH_Mumbai,5603,111,1013,3888,90805
2022-04-12,P1075,WH_Delhi,3862,210,2821,2478,417864
2022-04-12,P1220,WH_Bangalore,5507,1072,559,3644,259358
2022-04-12,P1083,WH_Bangalore,2571,828,2740,5772,190944
2022-04-12,P1134,WH_Bangalore,7500,1150,1322,4694,98509
2022-04-12,P1051,WH_Bangalore,5233,1586,1672,2422,66044
2022-04-12,P1152,WH_Delhi,5841,1335,572,4128,258649
2022-04-12,P1122,WH_Mumbai,5210,591,1317,654,164482
2022-04-12,P1224,WH_Kolkata,1263,499,1419,4340,433413
2022-04-12,P1238,WH_Bangalore,2836,1000,1361,5759,371505
2022-04-12,P1128,WH_Mumbai,5579,1022,2724,1063,173315
2022-04-12,P1036,WH_Kolkata,3764,592,2207,522,381769
2022-04-12,P1219,WH_Mumbai,4471,1251,2059,6940,354774
2022-04-12,P1031,WH_Delhi,4050,1137,1930,959,252385
2022-04-12,P1004,WH_Kolkata,9074,907,1297,315,240533
2022-04-12,P1043,WH_Bangalore,7290,259,1565,7700,429263
2022-04-12,P1140,WH_Bangalore,1938,1068,508,1870,80759
2022-04-12,P1027,WH_Mumbai,9621,707,251,3968,296046
2022-04-12,P1042,WH_Delhi,4992,942,471,5570,426214
2022-04-12,P1266,WH_Mumbai,4021,1215,1521,640,449727
2022-04-12,P1183,WH_Delhi,7062,1903,2377,7146,238407
2022-04-12,P1108,WH_Mumbai,5097,1948,780,5689,170667
2022-04-12,P1171,WH_Bangalore,6930,1987,1424,6357,210199
2022-04-12,P1103,WH_Bangalore,4451,85,799,6320,329741
2022-04-12,P1107,WH_Bangalore,2929,873,596,7922,441683
2022-04-12,P1064,WH_Kolkata,8705,283,326,5837,181864
2022-04-12,P1186,WH_Mumbai,4773,479,2186,3451,384239
2022-04-12,P1069,WH_Kolkata,3232,34,2492,749,297847
2022-04-12,P1165,WH_Mumbai,7328,693,1824,672,293243
2022-04-12,P1040,WH_Kolkata,2333,1548,2404,1259,313878
2022-04-12,P1046,WH_Bangalore,8821,565,1319,1743,147890
2022-04-12,P1111,WH_Kolkata,6397,692,159,1832,418819
2022-04-12,P1094,WH_Kolkata,2864,1130,220,385,369076
2022-04-12,P1156,WH_Mumbai,7246,1683,1052,3925,424253
2022-04-12,P1202,WH_Mumbai,9997,38,1555,5077,498246
2022-04-12,P1216,WH_Kolkata,1956,142,294,6403,245938
2022-04-12,P1032,WH_Kolkata,7461,714,2055,3579,325403
2022-04-12,P1125,WH_Bangalore,9772,654,137,7376,124097
2022-04-12,P1082,WH_Bangalore,1099,772,1374,3366,415230
2022-04-12,P1084,WH_Kolkata,732,1971,541,1716,289404
2022-04-13,P1158,WH_Bangalore,9557,698,1452,1832,425246
2022-04-13,P1009,WH_Kolkata,9714,1680,1397,7048,122046
2022-04-13,P1275,WH_Bangalore,3092,433,1884,7786,405399
2022-04-13,P1248,WH_Mumbai,3199,820,2670,7579,432827
2022-04-13,P1190,WH_Delhi,6654,372,1620,2518,308937
2022-04-13,P1034,WH_Kolkata,8019,1099,1987,3543,370326
2022-04-13,P1231,WH_Kolkata,7171,1837,2950,6600,339991
2022-04-13,P1165,WH_Kolkata,4810,838,848,4671,448486
2022-04-13,P1216,WH_Bangalore,4709,1124,438,6313,292570
2022-04-13,P1117,WH_Delhi,5635,1421,612,6922,161853
2022-04-13,P1225,WH_Delhi,5324,636,1260,4464,353029
2022-04-13,P1093,WH_Bangalore,4301,189,1249,4058,346429
2022-04-13,P1209,WH_Mumbai,7052,331,2489,4959,188874
2022-04-13,P1249,WH_Kolkata,8890,1536,2057,5425,173874
2022-04-13,P1254,WH_Bangalore,4430,1701,738,4031,309448
2022-04-13,P1256,WH_Bangalore,4388,172,354,4930,398215
2022-04-13,P1149,WH_Delhi,832,317,1342,2012,324636
2022-04-13,P1030,WH_Bangalore,1909,1995,2038,1874,451894
2022-04-13,P1120,WH_Mumbai,3331,1398,707,146,69993
2022-04-13,P1215,WH_Mumbai,7530,705,777,6079,477079
2022-04-13,P1126,WH_Bangalore,7397,1789,2683,7764,369147
2022-04-13,P1053,WH_Bangalore,7099,593,2507,6290,169652
2022-04-13,P1188,WH_Kolkata,9081,1247,623,5351,157484
2022-04-13,P1077,WH_Kolkata,8048,1914,396,6193,419203
2022-04-13,P1164,WH_Bangalore,6968,1021,2048,1769,93897
2022-04-13,P1067,WH_Bangalore,1238,28,181,1350,274563
2022-04-13,P1262,WH_Mumbai,7647,254,458,6722,370250
2022-04-13,P1136,WH_Mumbai,7857,1002,590,3637,493777
2022-04-13,P1229,WH_Kolkata,5650,617,2132,1281,268204
2022-04-13,P1228,WH_Mumbai,1287,605,906,1312,132614
2022-04-13,P1006,WH_Mumbai,4710,886,2393,2067,402545
2022-04-13,P1166,WH_Kolkata,8422,1619,2793,1508,210044
2022-04-13,P1038,WH_Bangalore,1041,1957,2015,6864,124231
2022-04-13,P1184,WH_Bangalore,2936,398,2452,3938,431285
2022-04-13,P1172,WH_Delhi,5283,172,1686,2976,270811
2022-04-13,P1001,WH_Delhi,7827,1556,1287,1706,212381
2022-04-13,P1135,WH_Kolkata,5980,237,656,7760,415078
2022-04-13,P1060,WH_Delhi,1556,1355,1306,5808,300926
2022-04-13,P1161,WH_Mumbai,9707,455,1670,4194,163300
2022-04-13,P1134,WH_Bangalore,7398,1120,1425,5758,62894
2022-04-13,P1198,WH_Mumbai,8517,621,1594,836,95349
2022-04-13,P1052,WH_Bangalore,6841,1437,652,6745,157354
2022-04-13,P1196,WH_Kolkata,9284,1856,1049,6739,210265
2022-04-13,P1074,WH_Kolkata,3450,783,1148,3937,172262
2022-04-13,P1015,WH_Bangalore,820,1984,2577,657,332470
2022-04-13,P1237,WH_Mumbai,4911,794,1617,305,367409
2022-04-13,P1119,WH_Bangalore,4664,852,2589,6802,268944
2022-04-13,P1078,WH_Kolkata,3850,810,2572,2010,478079
2022-04-13,P1061,WH_Mumbai,8947,527,794,6779,275655
2022-04-13,P1050,WH_Bangalore,9879,497,740,4770,182853
2022-04-14,P1221,WH_Mumbai,7150,513,1116,3980,388363
2022-04-14,P1023,WH_Kolkata,3854,764,2980,1038,117016
2022-04-14,P1081,WH_Mumbai,5296,1684,642,3799,58402
2022-04-14,P1162,WH_Bangalore,3301,1611,2014,3004,494947
2022-04-14,P1062,WH_Bangalore,9985,1100,2613,326,467577
2022-04-14,P1086,WH_Delhi,4174,787,596,6926,380400
2022-04-14,P1212,WH_Mumbai,9032,1866,2484,5071,122133
2022-04-14,P1140,WH_Kolkata,6667,1145,707,4629,294525
2022-04-14,P1114,WH_Delhi,1070,1333,1805,4559,158968
2022-04-14,P1094,WH_Kolkata,8114,1430,2356,745,272776
2022-04-14,P1118,WH_Delhi,9472,1230,464,5951,261184
2022-04-14,P1225,WH_Mumbai,6587,1795,253,7772,121757
2022-04-14,P1119,WH_Mumbai,4846,699,1207,1239,68057
2022-04-14,P1254,WH_Mumbai,6086,710,2271,3409,423800
2022-04-14,P1066,WH_Kolkata,6241,1645,2395,7146,99910
2022-04-14,P1244,WH_Kolkata,9661,1979,506,4589,388818
2022-04-14,P1181,WH_Delhi,7886,1451,1540,2723,389695
2022-04-14,P1268,WH_Kolkata,4306,1527,321,4053,62200
2022-04-14,P1057,WH_Mumbai,9236,1972,2043,5771,283880
2022-04-14,P1227,WH_Mumbai,664,680,2130,7263,457297
2022-04-14,P1196,WH_Kolkata,5745,1935,938,4713,368504
2022-04-14,P1070,WH_Kolkata,6563,1186,1222,2656,105372
2022-04-14,P1153,WH_Mumbai,9920,1495,1903,7214,367985
2022-04-14,P1018,WH_Kolkata,6824,1065,732,4088,286682
2022-04-14,P1240,WH_Mumbai,5220,1108,591,425,273506
2022-04-14,P1180,WH_Kolkata,1086,933,2697,1164,373722
2022-04-14,P1231,WH_Delhi,2725,1417,1946,6838,297461
2022-04-14,P1106,WH_Bangalore,4721,137,2637,5493,160983
2022-04-14,P1155,WH_Bangalore,4058,1676,329,1500,376312
2022-04-14,P1238,WH_Mumbai,8803,1907,3000,3276,268362
2022-04-14,P1071,WH_Kolkata,6664,963,1784,4392,466632
2022-04-14,P1027,WH_Kolkata,3867,507,451,5212,279576
2022-04-14,P1110,WH_Kolkata,9712,1556,1297,3253,341421
2022-04-14,P1078,WH_Delhi,9826,512,576,7735,369081
2022-04-14,P1065,WH_Bangalore,9056,672,2229,4889,484695
2022-04-14,P1115,WH_Mumbai,1760,1004,137,4039,319834
2022-04-14,P1226,WH_Bangalore,6635,746,2338,556,308182
2022-04-14,P1046,WH_Mumbai,5642,48,837,3211,215835
2022-04-14,P1042,WH_Delhi,1213,1601,1215,7682,460474
2022-04-14,P1034,WH_Bangalore,3526,562,2971,2918,151156
2022-04-14,P1068,WH_Delhi,532,1039,2790,2863,321104
2022-04-14,P1010,WH_Bangalore,4318,1507,845,5478,299620
2022-04-14,P1215,WH_Delhi,9015,1760,485,5317,483261
2022-04-14,P1262,WH_Delhi,1519,1162,2624,6815,227042
2022-04-14,P1250,WH_Bangalore,919,606,328,1274,489329
2022-04-14,P1031,WH_Delhi,1646,1957,1170,4637,373210
2022-04-14,P1126,WH_Mumbai,8333,431,1449,2695,480810
2022-04-14,P1074,WH_Bangalore,8892,269,2961,4014,357685
2022-04-14,P1109,WH_Mumbai,6508,509,1184,7464,136236
2022-04-14,P1037,WH_Delhi,4229,1446,1282,3668,192692
2022-04-15,P1122,WH_Kolkata,674,1027,1339,3628,224659
2022-04-15,P1185,WH_Mumbai,5946,1947,478,7927,230895
2022-04-15,P1255,WH_Bangalore,9499,995,1851,6653,414612
2022-04-15,P1249,WH_Mumbai,5650,1611,2511,233,94210
2022-04-15,P1223,WH_Kolkata,2746,1614,2031,3799,50556
2022-04-15,P1274,WH_Kolkata,2336,481,714,1617,281369
2022-04-15,P1115,WH_Delhi,6003,1419,246,7563,364875
2022-04-15,P1146,WH_Delhi,5802,1447,2559,830,387493
2022-04-15,P1186,WH_Bangalore,8175,254,248,7240,311497
2022-04-15,P1245,WH_Bangalore,2548,739,316,3253,57126
2022-04-15,P1206,WH_Kolkata,9965,1754,512,4511,278644
2022-04-15,P1103,WH_Bangalore,1144,895,773,1717,279457
2022-04-15,P1006,WH_Kolkata,8072,1650,371,2444,361889
2022-04-15,P1270,WH_Bangalore,9124,1396,2305,6722,418744
2022-04-15,P1125,WH_Mumbai,6105,735,258,6101,434900
2022-04-15,P1031,WH_Mumbai,9928,1211,2041,3342,491037
2022-04-15,P1197,WH_Delhi,5171,530,1220,2269,438364
2022-04-15,P1232,WH_Mumbai,4263,1515,1940,2271,477682
2022-04-15,P1147,WH_Delhi,4650,503,2646,4876,384620
2022-04-15,P1167,WH_Kolkata,7395,685,1410,1190,99162
2022-04-15,P1025,WH_Kolkata,2173,1756,1818,2406,109172
2022-04-15,P1060,WH_Bangalore,1705,1217,165,1146,426536
2022-04-15,P1092,WH_Delhi,3368,1686,1730,7339,291865
2022-04-15,P1226,WH_Mumbai,3064,738,982,2920,82562
2022-04-15,P1003,WH_Delhi,1440,674,2210,6763,392119
2022-04-15,P1191,WH_Bangalore,8861,876,2560,7420,463429
2022-04-15,P1184,WH_Bangalore,551,1132,2013,4934,202741
2022-04-15,P1029,WH_Delhi,3733,1566,2313,5131,485615
2022-04-15,P1113,WH_Delhi,3405,592,665,1819,331812
2022-04-15,P1183,WH_Kolkata,6227,141,873,2992,143063
2022-04-15,P1119,WH_Bangalore,4116,662,1682,5936,499007
2022-04-15,P1096,WH_Bangalore,2541,508,1719,3411,161553
2022-04-15,P1075,WH_Mumbai,2688,1816,1149,2259,439966
2022-04-15,P1107,WH_Kolkata,689,50,2811,5046,171283
2022-04-15,P1229,WH_Bangalore,2109,1796,1057,2453,180110
2022-04-15,P1138,WH_Bangalore,753,570,1251,6063,157647
2022-04-15,P1258,WH_Delhi,5883,989,2144,864,195238
2022-04-15,P1254,WH_Kolkata,729,1357,1500,541,455559
2022-04-15,P1037,WH_Mumbai,8889,62,1793,1121,102938
2022-04-15,P1241,WH_Delhi,3597,863,954,4478,440586
2022-04-15,P1140,WH_Bangalore,3726,522,2665,1124,285620
2022-04-15,P1083,WH_Kolkata,5822,1921,1112,4767,69294
2022-04-15,P1073,WH_Mumbai,7881,1725,1973,867,124516
2022-04-15,P1177,WH_Bangalore,3984,1897,1558,4382,203862
2022-04-15,P1121,WH_Kolkata,8644,1085,575,4361,207092
2022-04-15,P1182,WH_Delhi,4573,376,2597,4494,338275
2022-04-15,P1243,WH_Kolkata,6096,1789,984,6737,353516
2022-04-15,P1026,WH_Delhi,5272,568,2880,7146,159030
2022-04-15,P1086,WH_Mumbai,8356,1475,2133,2908,448250
2022-04-15,P1129,WH_Mumbai,7959,1935,2740,1534,127741
2022-04-16,P1166,WH_Bangalore,9602,27,1294,2639,56052
2022-04-16,P1248,WH_Bangalore,612,1202,2722,5008,448071
2022-04-16,P1073,WH_Kolkata,2140,1642,2383,7277,201086
2022-04-16,P1254,WH_Bangalore,2027,860,2293,837,96794
2022-04-16,P1091,WH_Bangalore,5556,1416,1291,1961,113389
2022-04-16,P1156,WH_Delhi,3327,1737,796,4769,338637
2022-04-16,P1004,WH_Mumbai,1312,1445,1059,4860,222860
2022-04-16,P1038,WH_Kolkata,1410,483,1394,5594,188112
2022-04-16,P1130,WH_Delhi,3813,1400,2641,7156,436523
2022-04-16,P1058,WH_Bangalore,7307,1815,1006,3770,173839
2022-04-16,P1213,WH_Kolkata,1430,534,2375,4033,430371
2022-04-16,P1069,WH_Delhi,1046,923,1551,5080,483733
2022-04-16,P1195,WH_Delhi,4182,1381,1026,1741,222035
2022-04-16,P1276,WH_Delhi,3988,1714,2677,5514,64116
2022-04-16,P1264,WH_Bangalore,5761,713,2709,456,407703
2022-04-16,P1273,WH_Delhi,8562,974,121,6482,420738
2022-04-16,P1241,WH_Delhi,9899,890,1948,3629,370789
2022-04-16,P1255,WH_Bangalore,9821,61,356,6680,370840
2022-04-16,P1158,WH_Bangalore,2323,346,2435,2310,73203
2022-04-16,P1265,WH_Delhi,8965,1870,507,5653,204236
2022-04-16,P1003,WH_Bangalore,814,291,2646,1570,216982
2022-04-16,P1250,WH_Kolkata,890,291,1906,6387,318795
2022-04-16,P1139,WH_Bangalore,2705,1981,431,5527,323630
2022-04-16,P1039,WH_Bangalore,6696,1568,1568,4580,94031
2022-04-16,P1169,WH_Mumbai,4903,1132,1447,1197,492892
2022-04-16,P1082,WH_Kolkata,6714,1077,1701,6948,245672
2022-04-16,P1001,WH_Bangalore,6392,402,151,1273,322337
2022-04-16,P1144,WH_Delhi,3874,124,2288,6278,390111
2022-04-16,P1226,WH_Delhi,1721,1461,2679,3319,122056
2022-04-16,P1076,WH_Bangalore,1656,838,1863,5813,96356
2022-04-16,P1070,WH_Delhi,6760,1500,2989,2034,91295
2022-04-16,P1207,WH_Delhi,4555,516,2574,2709,306063
2022-04-16,P1215,WH_Mumbai,8625,643,2833,5482,400733
2022-04-16,P1160,WH_Mumbai,5456,1728,1572,3077,134586
2022-04-16,P1251,WH_Delhi,9355,1782,1168,3629,398976
2022-04-16,P1052,WH_Bangalore,6532,1242,2579,3613,191827
2022-04-16,P1239,WH_Delhi,929,1049,2175,2321,322676
2022-04-16,P1228,WH_Bangalore,4438,1667,636,6190,477328
2022-04-16,P1261,WH_Mumbai,2310,1659,480,875,289112
2022-04-16,P1115,WH_Bangalore,5681,384,2048,5159,187998
2022-04-16,P1175,WH_Kolkata,5323,1313,1563,2482,269320
2022-04-16,P1012,WH_Bangalore,9098,693,627,5092,351237
2022-04-16,P1127,WH_Mumbai,5067,93,1323,2464,355472
2022-04-16,P1238,WH_Mumbai,936,1660,364,6333,183453
2022-04-16,P1133,WH_Delhi,4709,962,2690,1814,205003
2022-04-16,P1193,WH_Delhi,3472,1302,2720,3924,149798
2022-04-16,P1062,WH_Bangalore,5336,317,1858,3006,436262
2022-04-16,P1122,WH_Bangalore,2133,1584,1049,1763,482058
2022-04-16,P1016,WH_Mumbai,9586,1016,1812,4240,186803
2022-04-16,P1148,WH_Delhi,7451,1353,1100,2981,345886
2022-04-17,P1261,WH_Mumbai,3919,1943,2712,7832,336820
2022-04-17,P1082,WH_Bangalore,9879,1769,846,5637,257460
2022-04-17,P1124,WH_Mumbai,1766,1418,2014,2846,395561
2022-04-17,P1011,WH_Kolkata,7345,1031,208,1867,179809
2022-04-17,P1172,WH_Delhi,2241,1872,800,7239,371525
2022-04-17,P1254,WH_Mumbai,6251,1345,1095,2797,71574
2022-04-17,P1131,WH_Bangalore,5966,53,2048,7318,118440
2022-04-17,P1119,WH_Delhi,8950,427,1410,2900,207666
2022-04-17,P1036,WH_Kolkata,5376,1552,229,7776,386054
2022-04-17,P1117,WH_Delhi,7120,762,107,4723,141927
2022-04-17,P1204,WH_Bangalore,6550,272,574,1919,385216
2022-04-17,P1062,WH_Mumbai,8816,1192,1892,5626,252149
2022-04-17,P1112,WH_Kolkata,8442,1063,1419,1367,189571
2022-04-17,P1222,WH_Bangalore,5845,1913,246,4450,310249
2022-04-17,P1070,WH_Delhi,1521,737,983,1858,447492
2022-04-17,P1141,WH_Kolkata,1852,1500,601,595,295521
2022-04-17,P1047,WH_Bangalore,4372,113,1857,4268,427512
2022-04-17,P1142,WH_Kolkata,3414,8,1060,4086,70118
2022-04-17,P1180,WH_Mumbai,3822,536,765,459,265044
2022-04-17,P1191,WH_Bangalore,1660,816,1185,3113,246897
2022-04-17,P1230,WH_Mumbai,1474,1754,2274,3982,233272
2022-04-17,P1215,WH_Kolkata,4530,30,1796,3020,141098
2022-04-17,P1010,WH_Bangalore,1681,1538,323,3427,162841
2022-04-17,P1072,WH_Bangalore,9593,373,2881,4589,397662
2022-04-17,P1233,WH_Kolkata,2020,1586,2880,2052,177178
2022-04-17,P1211,WH_Kolkata,9286,1013,1458,1850,56456
2022-04-17,P1106,WH_Mumbai,4937,134,2547,1947,399221
2022-04-17,P1153,WH_Delhi,4608,72,1919,6764,402978
2022-04-17,P1091,WH_Kolkata,1155,980,2739,7013,292231
2022-04-17,P1194,WH_Bangalore,2142,1497,534,3781,105654
2022-04-17,P1273,WH_Delhi,4195,1641,2868,7573,179363
2022-04-17,P1205,WH_Mumbai,5498,873,854,3218,247853
2022-04-17,P1129,WH_Kolkata,3654,642,582,3493,351981
2022-04-17,P1234,WH_Bangalore,3372,409,573,5736,110163
2022-04-17,P1127,WH_Mumbai,6847,1812,1198,2072,323303
2022-04-17,P1137,WH_Mumbai,3057,1945,1183,5915,143251
2022-04-17,P1165,WH_Kolkata,8436,65,2267,2017,180532
2022-04-17,P1258,WH_Bangalore,709,865,2003,3475,179299
2022-04-17,P1032,WH_Mumbai,3044,1690,488,405,219742
2022-04-17,P1013,WH_Bangalore,9210,125,2588,2688,284223
2022-04-17,P1088,WH_Bangalore,7765,1411,1612,7626,230289
2022-04-17,P1276,WH_Bangalore,8541,467,1246,6353,456969
2022-04-17,P1097,WH_Bangalore,9771,1972,710,4726,117629
2022-04-17,P1035,WH_Kolkata,1864,1124,2171,4222,336529
2022-04-17,P1113,WH_Kolkata,7673,1522,2246,2309,346309
2022-04-17,P1128,WH_Delhi,2795,592,2486,1193,222804
2022-04-17,P1056,WH_Kolkata,6754,1647,785,3770,434275
2022-04-17,P1086,WH_Delhi,8096,638,556,5224,100043
2022-04-17,P1083,WH_Delhi,6326,249,884,3217,310170
2022-04-17,P1130,WH_Delhi,895,960,955,7115,276931
2022-04-18,P1204,WH_Mumbai,7370,1503,751,2655,460235
2022-04-18,P1053,WH_Kolkata,7895,774,1630,2532,496155
2022-04-18,P1130,WH_Delhi,9909,1110,651,5708,152296
2022-04-18,P1203,WH_Mumbai,3945,1981,878,400,172212
2022-04-18,P1258,WH_Delhi,5977,113,2630,2414,159313
2022-04-18,P1018,WH_Mumbai,2297,1570,381,6654,323352
2022-04-18,P1205,WH_Kolkata,2942,1534,855,5827,357747
2022-04-18,P1202,WH_Mumbai,3081,904,1658,5406,82734
2022-04-18,P1125,WH_Delhi,1087,1061,876,7149,135465
2022-04-18,P1216,WH_Mumbai,1995,387,756,7170,211492
2022-04-18,P1222,WH_Bangalore,1783,417,2058,117,132839
2022-04-18,P1164,WH_Mumbai,3621,1141,1932,7954,130077
2022-04-18,P1211,WH_Delhi,2412,1538,693,1867,109397
2022-04-18,P1076,WH_Mumbai,7072,1263,237,6110,403790
2022-04-18,P1058,WH_Delhi,3187,1947,2025,5675,309007
2022-04-18,P1180,WH_Delhi,6208,139,608,1026,255545
2022-04-18,P1060,WH_Mumbai,8973,18,2463,2945,328669
2022-04-18,P1040,WH_Kolkata,5925,459,1470,5988,400493
2022-04-18,P1208,WH_Mumbai,8183,720,1770,7154,389144
2022-04-18,P1085,WH_Mumbai,7915,1506,237,4420,343170
2022-04-18,P1054,WH_Mumbai,1819,437,545,6144,215542
2022-04-18,P1002,WH_Kolkata,4030,15,1449,1664,373116
2022-04-18,P1247,WH_Kolkata,1533,1974,906,5876,286632
2022-04-18,P1217,WH_Mumbai,1567,978,1667,6223,334976
2022-04-18,P1136,WH_Delhi,7361,484,632,6793,91648
2022-04-18,P1063,WH_Bangalore,3826,1385,497,5639,378262
2022-04-18,P1116,WH_Delhi,4397,1393,2014,425,110751
2022-04-18,P1042,WH_Mumbai,926,411,2210,6930,336163
2022-04-18,P1101,WH_Bangalore,7709,1444,2786,4213,337807
2022-04-18,P1138,WH_Bangalore,8991,1203,1733,6184,251015
2022-04-18,P1069,WH_Kolkata,8272,113,1908,611,213752
2022-04-18,P1234,WH_Mumbai,3386,1312,1051,2793,313083
2022-04-18,P1242,WH_Kolkata,649,1862,1000,5231,124354
2022-04-18,P1087,WH_Bangalore,1329,1553,103,3008,113308
2022-04-18,P1106,WH_Kolkata,1973,924,1715,2588,139332
2022-04-18,P1034,WH_Kolkata,8222,1664,1067,3123,462674
2022-04-18,P1137,WH_Mumbai,6880,637,972,1856,456283
2022-04-18,P1050,WH_Delhi,9651,1628,201,3088,173131
2022-04-18,P1029,WH_Bangalore,7014,855,1222,7527,433348
2022-04-18,P1261,WH_Bangalore,9960,249,1811,7046,57349
2022-04-18,P1215,WH_Mumbai,3066,304,1898,3043,325240
2022-04-18,P1100,WH_Kolkata,5853,1437,1816,1100,375046
2022-04-18,P1212,WH_Bangalore,5793,1259,2293,4095,244431
